"","id","long","lat","text"
"3731","972286113300844544","-71.0588801","42.3600825","https://t.co/n0OE7ZaY8b"
"3751","972285978734886912","-75.7163207","39.449556","RT @dbongino: People who still believe in the Trump/Russia hoax:
-CNN
-MSNBC
-Viewers of CNN &amp; MSNBC
-Far-Left social justice warriors
-Peo…"
"3801","972285187848417280","-118.2436849","34.0522342","RT @dbongino: People who still believe in the Trump/Russia hoax:
-CNN
-MSNBC
-Viewers of CNN &amp; MSNBC
-Far-Left social justice warriors
-Peo…"
"3831","972284830460399616","-97.0916692","31.8023831","RT @ARHP_ORG: Only young women initially were encouraged to get the #HPVvaccine, but the prevalence of #HPV infection in men is 45%. HPV ca…"
"3851","972284596908969984","-83.9844416","34.5278618","RT @dbongino: People who still believe in the Trump/Russia hoax:
-CNN
-MSNBC
-Viewers of CNN &amp; MSNBC
-Far-Left social justice warriors
-Peo…"
"3871","972284515036037125","-74.4056612","40.0583238","RT @dbongino: People who still believe in the Trump/Russia hoax:
-CNN
-MSNBC
-Viewers of CNN &amp; MSNBC
-Far-Left social justice warriors
-Peo…"
"3881","972284505284366336","-97.4137553","42.0327234","RT @HPVRoundtable: Read Kate's first-hand experience with #HPV-related cancer and why she believes cervical cancer could become the FIRST c…"
"3901","972284471981600769","-71.3824374","42.4072107","RT @littcountryrose: @nurse_katt @WheezyNurse It does when majority of the herd is vaccinated. However with the rise in anti-vaccine parent…"
"3981","972283591144169473","-71.3824374","42.4072107","RT @toppediatrician: @WheezyNurse Dr Meissner, a prominent ID physician &amp; Tufts pediatric professor states why we see mumps waning immunity…"
"3991","972283457127768064","-96.7466913","40.2659269","Not real news roundup: Vaccine not linked to autism, Cadbury still making chocolate https://t.co/63wnuA694j"
"4171","972282402696548352","-83.7430378","42.2808256","RT @WIREDScience: In Brazil, misinformation about the dangers of a yellow fever vaccine is spreading with alarming speed, and nowhere is it…"
"4181","972282365513908226","-121.4943996","38.5815719","RT @GingerTaylor: @JasonVillalba You could begin by apologizing to the mothers of vaccine injured children."
"4221","972281977628917760","-86.158068","39.768403","RT @IndyHumane: Our Mobile Clinic is on its farewell tour! ������ The Mobile Clinic is going on hiatus so be sure to catch it at one of its fina…"
"4231","972281861262094336","-73.712868","43.425792","@specialkitty2me @JessicasMyCat @ChainLacie @tracyreynolds67 @LauraLeaWatson1 @sp2kidssparks @DurhamNtx I strongly… https://t.co/MRVcmsGQww"
"4241","972281835031056386","-74.0059728","40.7127753","At this time in HISTORY with the VACCINE SCHEDULE as egregious as it is, I couldn't be more in ACCORD with… https://t.co/JwtilLx2XH"
"4311","972281481048424448","-102.4107493","34.2331373","RT @WIREDScience: In Brazil, misinformation about the dangers of a yellow fever vaccine is spreading with alarming speed, and nowhere is it…"
"4321","972281449192742912","-73.712868","43.425792","@JessicasMyCat @ISdoctor2 I strongly recommend that those of us of a ""certain age""* get vaccine updates every 10 ye… https://t.co/W0L7xt8Xni"
"4331","972281400777785344","-118.3443128","34.0826221","Incentivizing Pediatricians to Follow the CDC Vaccine Schedule - The Epoch Times https://t.co/jlxuR3KTLS"
"4371","972281044593532929","-83.040888","39.9917495","RT @Brexitnews1: Monkeys reveal new clues toward elusive HIV vaccine and cure | Science #news #eu https://t.co/Rt6ZdASHPL https://t.co/wO3w…"
"4381","972281017129164800","-77.0368707","38.9071923","RT @ComfortablySmug: What if Jonas Salk never developed the polio vaccine?

Stelter: “A newsroom or media company could have invented it in…"
